id,name,height,weight,types,abilities,base_stats,front_default_sprite,back_default_sprite,official_artwork
10082,pikachu-pop-star,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10082.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png
10083,pikachu-phd,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10083.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png
10084,pikachu-libre,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10084.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png
10085,pikachu-cosplay,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10085.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png
10086,hoopa-unbound,65,4900,[psychic dark],[magician],"{""attack"":160,""defense"":60,""hp"":80,""special-attack"":170,""special-defense"":130,""speed"":80}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png
10087,camerupt-mega,25,3205,[fire ground],[sheer-force],"{""attack"":120,""defense"":100,""hp"":70,""special-attack"":145,""special-defense"":105,""speed"":20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png
10088,lopunny-mega,13,283,[normal fighting],[scrappy],"{""attack"":136,""defense"":94,""hp"":65,""special-attack"":54,""special-defense"":96,""speed"":135}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png
10089,salamence-mega,18,1126,[dragon flying],[aerilate],"{""attack"":145,""defense"":130,""hp"":95,""special-attack"":120,""special-defense"":90,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10089.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png
10090,beedrill-mega,14,405,[bug poison],[adaptability],"{""attack"":150,""defense"":40,""hp"":65,""special-attack"":15,""special-defense"":80,""speed"":145}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png
10091,rattata-alola,3,38,[dark normal],[gluttony hustle thick-fat],"{""attack"":56,""defense"":35,""hp"":30,""special-attack"":25,""special-defense"":35,""speed"":72}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10091.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png
10092,raticate-alola,7,255,[dark normal],[gluttony hustle thick-fat],"{""attack"":71,""defense"":70,""hp"":75,""special-attack"":40,""special-defense"":80,""speed"":77}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10092.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10092.png
10093,raticate-totem-alola,14,1050,[dark normal],[gluttony hustle thick-fat],"{""attack"":71,""defense"":70,""hp"":75,""special-attack"":40,""special-defense"":80,""speed"":77}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10093.png
10094,pikachu-original-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10094.png
10095,pikachu-hoenn-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10095.png
10096,pikachu-sinnoh-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png
10097,pikachu-unova-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png
10098,pikachu-kalos-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10098.png
10099,pikachu-alola-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10099.png
10100,raichu-alola,7,210,[electric psychic],[surge-surfer],"{""attack"":85,""defense"":50,""hp"":60,""special-attack"":95,""special-defense"":85,""speed"":110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png
10101,sandshrew-alola,7,400,[ice steel],[snow-cloak slush-rush],"{""attack"":75,""defense"":90,""hp"":50,""special-attack"":10,""special-defense"":35,""speed"":40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png
10102,sandslash-alola,12,550,[ice steel],[snow-cloak slush-rush],"{""attack"":100,""defense"":120,""hp"":75,""special-attack"":25,""special-defense"":65,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png
10103,vulpix-alola,6,99,[ice],[snow-cloak snow-warning],"{""attack"":41,""defense"":40,""hp"":38,""special-attack"":50,""special-defense"":65,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png
10104,ninetales-alola,11,199,[ice fairy],[snow-cloak snow-warning],"{""attack"":67,""defense"":75,""hp"":73,""special-attack"":81,""special-defense"":100,""speed"":109}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10104.png
10105,diglett-alola,2,10,[ground steel],[sand-veil tangling-hair sand-force],"{""attack"":55,""defense"":30,""hp"":10,""special-attack"":35,""special-defense"":45,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10105.png
10106,dugtrio-alola,7,666,[ground steel],[sand-veil tangling-hair sand-force],"{""attack"":100,""defense"":60,""hp"":35,""special-attack"":50,""special-defense"":70,""speed"":110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10106.png
10107,meowth-alola,4,42,[dark],[pickup technician rattled],"{""attack"":35,""defense"":35,""hp"":40,""special-attack"":50,""special-defense"":40,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10107.png
10108,persian-alola,11,330,[dark],[fur-coat technician rattled],"{""attack"":60,""defense"":60,""hp"":65,""special-attack"":75,""special-defense"":65,""speed"":115}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10108.png
10109,geodude-alola,4,203,[rock electric],[magnet-pull sturdy galvanize],"{""attack"":80,""defense"":100,""hp"":40,""special-attack"":30,""special-defense"":30,""speed"":20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10109.png
10110,graveler-alola,10,1100,[rock electric],[magnet-pull sturdy galvanize],"{""attack"":95,""defense"":115,""hp"":55,""special-attack"":45,""special-defense"":45,""speed"":35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10110.png
10111,golem-alola,17,3160,[rock electric],[magnet-pull sturdy galvanize],"{""attack"":120,""defense"":130,""hp"":80,""special-attack"":55,""special-defense"":65,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10111.png
10112,grimer-alola,7,420,[poison dark],[poison-touch gluttony power-of-alchemy],"{""attack"":80,""defense"":50,""hp"":80,""special-attack"":40,""special-defense"":50,""speed"":25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png
10113,muk-alola,10,520,[poison dark],[poison-touch gluttony power-of-alchemy],"{""attack"":105,""defense"":75,""hp"":105,""special-attack"":65,""special-defense"":100,""speed"":50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png
10114,exeggutor-alola,109,4156,[grass dragon],[frisk harvest],"{""attack"":105,""defense"":85,""hp"":95,""special-attack"":125,""special-defense"":75,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png
10115,marowak-alola,10,340,[fire ghost],[cursed-body lightning-rod rock-head],"{""attack"":80,""defense"":110,""hp"":60,""special-attack"":50,""special-defense"":80,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png
10116,greninja-battle-bond,15,400,[water dark],[battle-bond],"{""attack"":95,""defense"":67,""hp"":72,""special-attack"":103,""special-defense"":71,""speed"":122}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png
10117,greninja-ash,15,400,[water dark],[battle-bond],"{""attack"":145,""defense"":67,""hp"":72,""special-attack"":153,""special-defense"":71,""speed"":132}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png
10118,zygarde-10-power-construct,12,335,[dragon ground],[power-construct],"{""attack"":100,""defense"":71,""hp"":54,""special-attack"":61,""special-defense"":85,""speed"":115}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10118.png
10119,zygarde-50-power-construct,50,3050,[dragon ground],[power-construct],"{""attack"":100,""defense"":121,""hp"":108,""special-attack"":81,""special-defense"":95,""speed"":95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10119.png
10120,zygarde-complete,45,6100,[dragon ground],[power-construct],"{""attack"":100,""defense"":121,""hp"":216,""special-attack"":91,""special-defense"":95,""speed"":85}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10120.png
10121,gumshoos-totem,14,600,[normal],[stakeout strong-jaw adaptability],"{""attack"":110,""defense"":60,""hp"":88,""special-attack"":55,""special-defense"":60,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10121.png
10122,vikavolt-totem,26,1475,[bug electric],[levitate],"{""attack"":70,""defense"":90,""hp"":77,""special-attack"":145,""special-defense"":75,""speed"":43}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10122.png
10123,oricorio-pom-pom,6,34,[electric flying],[dancer],"{""attack"":70,""defense"":70,""hp"":75,""special-attack"":98,""special-defense"":70,""speed"":93}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10123.png
10124,oricorio-pau,6,34,[psychic flying],[dancer],"{""attack"":70,""defense"":70,""hp"":75,""special-attack"":98,""special-defense"":70,""speed"":93}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10124.png
10125,oricorio-sensu,6,34,[ghost flying],[dancer],"{""attack"":70,""defense"":70,""hp"":75,""special-attack"":98,""special-defense"":70,""speed"":93}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10125.png
10126,lycanroc-midnight,11,250,[rock],[keen-eye vital-spirit no-guard],"{""attack"":115,""defense"":75,""hp"":85,""special-attack"":55,""special-defense"":75,""speed"":82}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10126.png
10127,wishiwashi-school,82,786,[water],[schooling],"{""attack"":140,""defense"":130,""hp"":45,""special-attack"":140,""special-defense"":135,""speed"":30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10127.png
10128,lurantis-totem,15,580,[grass],[leaf-guard contrary],"{""attack"":105,""defense"":90,""hp"":70,""special-attack"":80,""special-defense"":90,""speed"":45}",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10128.png
10129,salazzle-totem,21,810,[poison fire],[corrosion oblivious],"{""attack"":64,""defense"":60,""hp"":68,""special-attack"":111,""special-defense"":60,""speed"":117}",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10129.png
10130,minior-orange-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10130.png
10131,minior-yellow-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10131.png
10132,minior-green-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10132.png
10133,minior-blue-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10133.png
10134,minior-indigo-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10134.png
10135,minior-violet-meteor,3,400,[rock flying],[shields-down],"{""attack"":60,""defense"":100,""hp"":60,""special-attack"":60,""special-defense"":100,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10135.png
10136,minior-red,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10136.png
10137,minior-orange,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10137.png
10138,minior-yellow,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10138.png
10139,minior-green,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10139.png
10140,minior-blue,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10140.png
10141,minior-indigo,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10141.png
10142,minior-violet,3,3,[rock flying],[shields-down],"{""attack"":100,""defense"":60,""hp"":60,""special-attack"":100,""special-defense"":60,""speed"":120}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10142.png
10143,mimikyu-busted,2,7,[ghost fairy],[disguise],"{""attack"":90,""defense"":80,""hp"":55,""special-attack"":50,""special-defense"":105,""speed"":96}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10143.png,
10144,mimikyu-totem-disguised,4,28,[ghost fairy],[disguise],"{""attack"":90,""defense"":80,""hp"":55,""special-attack"":50,""special-defense"":105,""speed"":96}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10144.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10144.png
10145,mimikyu-totem-busted,4,28,[ghost fairy],[disguise],"{""attack"":90,""defense"":80,""hp"":55,""special-attack"":50,""special-defense"":105,""speed"":96}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10145.png,,
10146,kommo-o-totem,24,2075,[dragon fighting],[bulletproof soundproof overcoat],"{""attack"":110,""defense"":125,""hp"":75,""special-attack"":100,""special-defense"":105,""speed"":85}",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10146.png
10147,magearna-original,10,805,[steel fairy],[soul-heart],"{""attack"":95,""defense"":115,""hp"":80,""special-attack"":130,""special-defense"":115,""speed"":65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10147.png
10148,pikachu-partner-cap,4,60,[electric],[static lightning-rod],"{""attack"":55,""defense"":40,""hp"":35,""special-attack"":50,""special-defense"":50,""speed"":90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10148.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10148.png
10149,marowak-totem,17,980,[fire ghost],[cursed-body lightning-rod rock-head],"{""attack"":80,""defense"":110,""hp"":60,""special-attack"":50,""special-defense"":80,""speed"":45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10149.png
10150,ribombee-totem,4,20,[bug fairy],[honey-gather shield-dust sweet-veil],"{""attack"":55,""defense"":60,""hp"":60,""special-attack"":95,""special-defense"":70,""speed"":124}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10150.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10150.png
10151,rockruff-own-tempo,5,92,[rock],[own-tempo],"{""attack"":65,""defense"":40,""hp"":45,""special-attack"":30,""special-defense"":40,""speed"":60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10151.png
10152,lycanroc-dusk,8,250,[rock],[tough-claws],"{""attack"":117,""defense"":65,""hp"":75,""special-attack"":55,""special-defense"":65,""speed"":110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/10152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10152.png
10153,araquanid-totem,31,2175,[water bug],[water-bubble water-absorb],"{""attack"":70,""defense"":92,""hp"":68,""special-attack"":50,""special-defense"":132,""speed"":42}",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10153.png
